name,category,pid,price,image,description,rating,brand
Village Handicrafts Glass Necklace, Necklaces,96,290.0,http://img6a.flixcart.com/image/necklace-chain/h/k/u/t7618-village-handicrafts-necklace-original-imaefadyrpccjemy.jpeg,Village Handicrafts Glass Necklace - Buy Village Handicrafts Glass Necklace only for Rs. 273 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,4.6,Village Handicrafts
"Village Handicrafts Rose Gold Plated Acrylic, Glass, Metal Necklace", Necklaces,97,400.0,http://img6a.flixcart.com/image/necklace-chain/7/h/5/w0938-village-handicrafts-necklace-original-imaeae6bdgqyqhnz.jpeg,"Village Handicrafts Rose Gold Plated Acrylic, Glass, Metal Necklace - Buy Village Handicrafts Rose Gold Plated Acrylic, Glass, Metal Necklace only for Rs. 378 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!",4.4,Village Handicrafts
S C Handicrafts Sandalwood Chinese Queen. Showpiece  -  16 cm, S C Handicrafts Showpieces,98,8500.0,http://img6a.flixcart.com/image/showpiece-figurine/h/q/d/rs-184-s-c-handicrafts-1100x1100-imae3yh2eggcpcgx.jpeg,Buy S C Handicrafts Sandalwood Chinese Queen. Showpiece  -  16 cm for Rs.8500 online. S C Handicrafts Sandalwood Chinese Queen. Showpiece  -  16 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,2.8,S C Handicrafts
"Village Handicrafts Alloy, Bone, Wood Necklace", Necklaces,99,399.0,http://img6a.flixcart.com/image/necklace-chain/s/n/m/u0846-village-handicrafts-necklace-original-imae5sntqrj5xz2m.jpeg,"Village Handicrafts Alloy, Bone, Wood Necklace - Buy Village Handicrafts Alloy, Bone, Wood Necklace only for Rs. 399 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!",2.9,Village Handicrafts
"Village Handicrafts Rose Gold Plated Alloy, Leather, Stone Necklace", Necklaces,100,450.0,http://img5a.flixcart.com/image/necklace-chain/b/z/6/w1247-village-handicrafts-necklace-original-imaeae7bzbtmanvq.jpeg,"Village Handicrafts Rose Gold Plated Alloy, Leather, Stone Necklace - Buy Village Handicrafts Rose Gold Plated Alloy, Leather, Stone Necklace only for Rs. 399 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!",3.8,Village Handicrafts
S C Handicrafts Showpiece  -  9.5 cm, S C Handicrafts Showpieces,101,4650.0,http://img5a.flixcart.com/image/showpiece-figurine/w/r/f/rs-08-s-c-handicrafts-original-imae2qpuzytqbdyb.jpeg,Buy S C Handicrafts Showpiece  -  9.5 cm for Rs.4100 online. S C Handicrafts Showpiece  -  9.5 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,4.0,S C Handicrafts
"Village Handicrafts Aluminum, Ceramic Necklace", Necklaces,102,315.0,http://img5a.flixcart.com/image/necklace-chain/6/m/7/u3709-village-handicrafts-necklace-original-imaefady7pzdfbsc.jpeg,"Village Handicrafts Aluminum, Ceramic Necklace - Buy Village Handicrafts Aluminum, Ceramic Necklace only for Rs. 315 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!",3.0,Village Handicrafts
"Village Handicrafts Brass, Rose Gold Plated Aluminum, Bone, Resin Necklace", Necklaces,103,350.0,http://img6a.flixcart.com/image/necklace-chain/y/4/k/w1251-village-handicrafts-necklace-original-imaeamwsrnnqhmhg.jpeg,"Village Handicrafts Brass, Rose Gold Plated Aluminum, Bone, Resin Necklace - Buy Village Handicrafts Brass, Rose Gold Plated Aluminum, Bone, Resin Necklace only for Rs. 315 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!",3.9,Village Handicrafts
"Village Handicrafts Alloy, Glass, Cotton Dori, Resin Necklace", Necklaces,104,399.0,http://img6a.flixcart.com/image/necklace-chain/h/z/t/u5178-village-handicrafts-necklace-original-imae5szcq3q3gehn.jpeg,"Village Handicrafts Alloy, Glass, Cotton Dori, Resin Necklace - Buy Village Handicrafts Alloy, Glass, Cotton Dori, Resin Necklace only for Rs. 378 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!",4.5,Village Handicrafts
"Krg Enterprises Cow Calf Statue,Handicrafts, Gifts, Showpiece  -  4 cm", Krg Enterprises Ethnic,105,1799.0,http://img6a.flixcart.com/image/showpiece-figurine/z/e/v/krg-hd-03-krg-enterprises-1100x1100-imaeam8y7gdupxff.jpeg,"Buy Krg Enterprises Cow Calf Statue,Handicrafts, Gifts, Showpiece  -  4 cm for Rs.999 online. Krg Enterprises Cow Calf Statue,Handicrafts, Gifts, Showpiece  -  4 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.",4.0,Krg Enterprises
S C Handicrafts Showpiece  -  18 cm, S C Handicrafts Showpieces,106,695.0,http://img6a.flixcart.com/image/showpiece-figurine/f/g/t/schrw244-s-c-handicrafts-original-imae2ejucz5gr3gg.jpeg,Buy S C Handicrafts Showpiece  -  18 cm for Rs.595 online. S C Handicrafts Showpiece  -  18 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,4.4,S C Handicrafts
Village Handicrafts Alloy Necklace, Necklaces,107,378.0,http://img6a.flixcart.com/image/necklace-chain/a/f/y/u5076-village-handicrafts-necklace-original-imaefadyfsabzra3.jpeg,Village Handicrafts Alloy Necklace - Buy Village Handicrafts Alloy Necklace only for Rs. 378 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,4.1,Village Handicrafts
"Village Handicrafts Rose Gold Plated Glass, Metal, Stone Necklace", Necklaces,108,441.0,http://img5a.flixcart.com/image/necklace-chain/x/f/j/w1245-village-handicrafts-necklace-original-imaeae74zmwuj96f.jpeg,"Village Handicrafts Rose Gold Plated Glass, Metal, Stone Necklace - Buy Village Handicrafts Rose Gold Plated Glass, Metal, Stone Necklace only for Rs. 441 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!",4.8,Village Handicrafts
"Village Handicrafts Rose Gold Plated Acrylic, Metal, Resin, Ribbon Necklace", Necklaces,109,350.0,http://img5a.flixcart.com/image/necklace-chain/u/e/m/w0935-village-handicrafts-necklace-original-imaeae69gvdf4h3h.jpeg,"Village Handicrafts Rose Gold Plated Acrylic, Metal, Resin, Ribbon Necklace - Buy Village Handicrafts Rose Gold Plated Acrylic, Metal, Resin, Ribbon Necklace only for Rs. 315 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!",4.0,Village Handicrafts
Woodino Handicrafts Showpiece  -  6.5 cm, Woodino Handicrafts Showpieces,110,749.0,http://img5a.flixcart.com/image/showpiece-figurine/p/u/2/whsf3387-woodino-handicrafts-1100x1100-imae26f6cut2z8fg.jpeg,Buy Woodino Handicrafts Showpiece  -  6.5 cm for Rs.399 online. Woodino Handicrafts Showpiece  -  6.5 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,4.5,Woodino Handicrafts
Unique Handicrafts Inlaid Marble Box Showpiece  -  4.5 cm, Unique Handicrafts Showpieces,111,2400.0,http://img5a.flixcart.com/image/showpiece-figurine/g/b/y/mk-008-unique-handicrafts-original-imae7zn8jgah8nar.jpeg,"Unique Handicrafts Inlaid Marble Box Showpiece  -  4.5 cm (Stoneware, Blue)
                         Price: Rs. 1,200
				
			White Marble Box Inlaid With Semi Precious Stones
White Marble Box Inlaid With Semi Precious Stones",3.8,Unique Handicrafts
"Village Handicrafts Glass, Metal Necklace", Necklaces,112,252.0,http://img5a.flixcart.com/image/necklace-chain/t/j/h/u5232-village-handicrafts-necklace-original-imae6bheggrffvb8.jpeg,"Village Handicrafts Glass, Metal Necklace - Buy Village Handicrafts Glass, Metal Necklace only for Rs. 252 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!",4.2,Village Handicrafts
S C Handicrafts Showpiece  -  40 cm, S C Handicrafts Showpieces,113,9500.0,http://img5a.flixcart.com/image/showpiece-figurine/q/a/h/rs-59-s-c-handicrafts-original-imae2qpudqpaqr7s.jpeg,Buy S C Handicrafts Showpiece  -  40 cm for Rs.8900 online. S C Handicrafts Showpiece  -  40 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,3.9,S C Handicrafts
Lal Haveli Decorative Owl Showpiece  -  15.24 cm, Lal Haveli Ethnic,114,900.0,http://img6a.flixcart.com/image/showpiece-figurine/2/j/9/hnd00159-lal-haveli-original-imae9ehht5qxdmav.jpeg,"Lal Haveli Decorative Owl Showpiece  -  15.24 cm (Wooden, Brown)
                         Price: Rs. 679
				
			Rajasthan India is well known for their classical art. We are offering you a latest range of wooden Owl to Give your interior Indian traditional look. Vintage Handmade Work Designer Owl. This beautiful owl is completely carved by hand. Our All Wooden Handicraft Products are Completely Handmade, They All are Created by Indian Rural Artisan in Traditional Designs. So Products Finishing may be Not as Good as Modern Wooden Art.
Rajasthan India is well known for their classical art. We are offering you a latest range of wooden Owl to Give your interior Indian traditional look. Vintage Handmade Work Designer Owl. This beautiful owl is completely carved by hand. Our All Wooden Handicraft Products are Completely Handmade, They All are Created by Indian Rural Artisan in Traditional Designs. So Products Finishing may be Not as Good as Modern Wooden Art.",4.0,Lal Haveli
Diti Enterprises Showpiece  -  5 cm, Diti Enterprises Ethnic,115,1299.0,http://img5a.flixcart.com/image/showpiece-figurine/e/h/y/dli4hcf249-diti-enterprises-1100x1100-imaeynzeqqmyydyb.jpeg,"Diti Enterprises Showpiece  -  5 cm (Brass, Multicolor)
                         Price: Rs. 581
				
			This colourful handcrafted shankh shaped kundan Container is made up of wood. The body of the Container is decorated with kundan and flawless colors on the lid which could be closed after use. It is also an ideal gift for your friends and relatives. The gift piece has been prepared by the master artisans of Jaipur.

Product Usage:
It could specifically be used to keep roli/sindoor and rice particles for worship. However you can also use it for some other purpose as per requirement.

Specifications

Product Dimensions: LxBxH: 6x3x1 inches
Item Type: Handicraft
Color: Multi-color
Material: Wood
Finish: Matte
Specialty: Kundan work
Disclaimer:
The item being handmade; the fine design, pattern and color tone of the product may vary slightly from that shown in the image. However, there would not be any compromise in quality.

Return Policy:
No Questions asked 7 days Return/ Replacement, if you are not satisfied with the product.

Brand:
DITIENTERPRISES
This colourful handcrafted shankh shaped kundan Container is made up of wood. The body of the Container is decorated with kundan and flawless colors on the lid which could be closed after use. It is also an ideal gift for your friends and relatives. The gift piece has been prepared by the master artisans of Jaipur.

Product Usage:
It could specifically be used to keep roli/sindoor and rice particles for worship. However you can also use it for some other purpose as per requirement.

Specifications

Product Dimensions: LxBxH: 6x3x1 inches
Item Type: Handicraft
Color: Multi-color
Material: Wood
Finish: Matte
Specialty: Kundan work
Disclaimer:
The item being handmade; the fine design, pattern and color tone of the product may vary slightly from that shown in the image. However, there would not be any compromise in quality.

Return Policy:
No Questions asked 7 days Return/ Replacement, if you are not satisfied with the product.

Brand:
DITIENTERPRISES",3.3,Diti Enterprises
Desert Eshop Kundan Work Marble Peacock Roli Sindoor Vas 279 Showpiece  -  11 cm, Desert Eshop Ethnic,116,699.0,http://img6a.flixcart.com/image/showpiece-figurine/7/h/a/dehcf279-desert-eshop-1100x1100-imae3hcaje5b4yj6.jpeg,"Desert Eshop Kundan Work Marble Peacock Roli Sindoor Vas 279 Showpiece  -  11 cm (Stoneware, White)
                         Price: Rs. 495
				
			This colourful handcrafted kundan container is made of pure makrana marble. The body of the container is decorated with peacock design. There is a lid to keep it closed after use. The gift piece has been prepared by the master artisans of Jaipur.

Product Usage:
Specially made to keep Roli-Chawal for traditional and religious customs. It is also an ideal gift for your friends and relatives.

Specifications

Item Type: Handicraft
Product Dimensions: LxBH: 4x2.5x3 inches
Material: Marble
Color: Multi-color
Finish: Glossy
Specialty: Kundan Marble Container
Disclaimer:
The item being handmade; the fine design, pattern and color tone of the product may vary slightly from that shown in the image. However, there would not be any compromise in quality.

Return Policy:
No Questions Asked 7 days Return/ Replacement, if you are not satisfied with the product.

Brand:
Desert Eshop
This colourful handcrafted kundan container is made of pure makrana marble. The body of the container is decorated with peacock design. There is a lid to keep it closed after use. The gift piece has been prepared by the master artisans of Jaipur.

Product Usage:
Specially made to keep Roli-Chawal for traditional and religious customs. It is also an ideal gift for your friends and relatives.

Specifications

Item Type: Handicraft
Product Dimensions: LxBH: 4x2.5x3 inches
Material: Marble
Color: Multi-color
Finish: Glossy
Specialty: Kundan Marble Container
Disclaimer:
The item being handmade; the fine design, pattern and color tone of the product may vary slightly from that shown in the image. However, there would not be any compromise in quality.

Return Policy:
No Questions Asked 7 days Return/ Replacement, if you are not satisfied with the product.

Brand:
Desert Eshop",4.9,Desert Eshop
Infinity India Antique Gemstone Brass Surahi Handicraft Gift -1001 Showpiece  -  10 cm, Infinity India Ethnic,117,1499.0,http://img5a.flixcart.com/image/showpiece-figurine/8/u/y/1002-infinity-india-1100x1100-imaearm9fsnygvyp.jpeg,Buy Infinity India Antique Gemstone Brass Surahi Handicraft Gift -1001 Showpiece  -  10 cm for Rs.750 online. Infinity India Antique Gemstone Brass Surahi Handicraft Gift -1001 Showpiece  -  10 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,3.6,Infinity India
Ark Creation Decorative Shankh, Ark Creation Shankh,118,999.0,http://img6a.flixcart.com/image/shankh/b/q/v/arkf-0096-ark-creation-1100x1100-imaebycac7rgcnh8.jpeg,"Ark Creation Decorative Shankh (Yellow, Brown)
                         Price: Rs. 650
				
			Ark Creation (A Unit Of Ark Estate Pvt. Ltd.) One Of India'S Most Prestigious Handicrafts Maker. We Have Selected National Award Winning Artist All Across India.We Use High Quality Of Material And Colors Which Don'T Have Any Side Effects. All Items Are Handmade. The Classically Designed Statue Is Just Perfect To Station At Home & Office And Also To Gift Someone Special. Handcrafted Statue Is Being Made By Combination Of Contemporary & Traditional Methods.
Ark Creation (A Unit Of Ark Estate Pvt. Ltd.) One Of India'S Most Prestigious Handicrafts Maker. We Have Selected National Award Winning Artist All Across India.We Use High Quality Of Material And Colors Which Don'T Have Any Side Effects. All Items Are Handmade. The Classically Designed Statue Is Just Perfect To Station At Home & Office And Also To Gift Someone Special. Handcrafted Statue Is Being Made By Combination Of Contemporary & Traditional Methods.",4.4,Ark Creation
Diti Enterprises Showpiece  -  8 cm, Diti Enterprises Ethnic,119,1099.0,http://img5a.flixcart.com/image/showpiece-figurine/f/r/h/dli4hcf150-diti-enterprises-1100x1100-imaeypdejv6xzr24.jpeg,"Diti Enterprises Showpiece  -  8 cm (Brass, Multicolor)
                         Price: Rs. 479
				
			This Handcrafted wooden realistic Eagle is made of light weight termite proof fine wood. The artifact is carved so meticulously and beautifully that one small eagle is trapped inside the outer bigger eagle and is visible from the fine carved jali work. 

Product Usage:
Lure your home decor with this hand made Rajasthani item. It is an ideal utility item for your house.

Specifications

Product Dimensions: LxBxH:2.5x1.5x4 inches
Item Type: Handicraft
Color: Brown
Material: Wood
Finish: Matte
Specialty: Wooden Handcrafted Realistic Eagle
Disclaimer:
The item being handmade; the fine design, pattern and color tone of the product may vary slightly from that shown in the image. However, there would not be any compromise in quality.

Return Policy:
No Questions asked 7 days Return/ Replacement, if you are not satisfied with the product.

Brand:
DITIENTERPRISES
This Handcrafted wooden realistic Eagle is made of light weight termite proof fine wood. The artifact is carved so meticulously and beautifully that one small eagle is trapped inside the outer bigger eagle and is visible from the fine carved jali work. 

Product Usage:
Lure your home decor with this hand made Rajasthani item. It is an ideal utility item for your house.

Specifications

Product Dimensions: LxBxH:2.5x1.5x4 inches
Item Type: Handicraft
Color: Brown
Material: Wood
Finish: Matte
Specialty: Wooden Handcrafted Realistic Eagle
Disclaimer:
The item being handmade; the fine design, pattern and color tone of the product may vary slightly from that shown in the image. However, there would not be any compromise in quality.

Return Policy:
No Questions asked 7 days Return/ Replacement, if you are not satisfied with the product.

Brand:
DITIENTERPRISES",4.5,Diti Enterprises
Rastogi Handicrafts Showpiece  -  20 cm, Rastogi Handicrafts Showpieces,120,999.0,http://img6a.flixcart.com/image/showpiece-figurine/c/d/x/gs-mix-g-rastogi-handicrafts-1100x1100-imae5sxrsf5fdxxh.jpeg,Buy Rastogi Handicrafts Showpiece  -  20 cm for Rs.450 online. Rastogi Handicrafts Showpiece  -  20 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,3.7,Rastogi Handicrafts
Bajya Handicrafts Decorative Stylo 30 inch Glass Hookah, Bajya Handicrafts Decorative Stylo 30 inch Glass...,121,999.0,http://img6a.flixcart.com/image/hookah/g/v/r/hk1010-bajya-1100x1100-imaecsuswdqya5n3.jpeg,"Key Features of Bajya Handicrafts Decorative Stylo 30 inch Glass Hookah Number of Pipe Openings: 1 Color: Blue Base Material: Glass Origin of Style: Egyptian,Bajya Handicrafts Decorative Stylo 30 inch Glass Hookah (Blue) Price: Rs. 499 Decorative Stylo 30 inch Glass, Iron Hookah,Specifications of Bajya Handicrafts Decorative Stylo 30 inch Glass Hookah (Blue) Tray Features Tray Diameter 4 inch Wind Cover Features Wind Cover Length 3 inch General Number of Pipe Openings 1 Brand Bajya Material Glass Model Name Handicrafts Decorative Stylo Origin of Style Egyptian Pack of 1 Color Blue Bowl and Funnel Features Bowl Height 3 inch Bowl Material Glass Dimensions Height 30 inch Base Features Base Material Glass Base Height 4 inch Pipe Features Pipe Material Rubber Washable Yes Pipe Length 20 inch Pipe Adapter Material Rubber Pipe Style Textured Additional Features Portable Yes Rotatable Yes In the Box Sales Package 1 Hookah Set Pack of 1",4.0,Bajya
eKolhapuri Terracotta Vase," eKolhapuri Terracotta Vase (6 inch, Black)",122,1250.0,http://img6a.flixcart.com/image/vase/k/v/w/sptc1068-ekolhapuri-1100x1100-imaejfqhywfr6ybp.jpeg,"Key Features of eKolhapuri Terracotta Vase Handicrafts Products Teracotta Material Rural Artisan Work Multicolor Indian Ethnic Home Décor,Specifications of eKolhapuri Terracotta Vase (6 inch, Black) General Brand eKolhapuri Suitable For Table Model Number SPTC1068 Type Home Décor, Ethnic, Decorative Material Terracotta Color Black Dimensions Top Diameter 0.5 inch Weight 40 g Other Dimensions 2.5 X 0.8 X 0.5 Inch Height 6 inch Width 1.2 inch Bottom Diameter 0.9 inch Depth 2 inch Body & Design Features Other Body and Design Features Handmade, Painting Finish Glossy Pattern Hand Painting Design Hand Paint, Warali, Rajasthani, Village Lady Additional Features Other Features Hadmade Teracotta Vase, Hand Painted, Ethnic Table Décor, Good Color Used, Good Painting Work, Kolhapuri Art work",3.3,eKolhapuri
eKolhapuri Terracotta Vase," eKolhapuri Terracotta Vase (11 inch, Multicolor)",123,1815.0,http://img6a.flixcart.com/image/vase/u/a/h/sptc1020-ekolhapuri-original-imaejfqmzw6vhswe.jpeg,"Key Features of eKolhapuri Terracotta Vase Handicrafts Products Teracotta Material Rural Artisan Work Multicolor Indian Ethnic Home Décor,Specifications of eKolhapuri Terracotta Vase (11 inch, Multicolor) General Brand eKolhapuri Suitable For Table Model Number SPTC1020 Type Home Décor, Ethnic, Decorative Material Terracotta Color Multicolor Dimensions Top Diameter 5 inch Weight 670 g Height 11 inch Other Dimensions 4.7 X 5 X 5 Inch Width 12.5 inch Depth 12.5 inch Bottom Diameter 5 inch Body & Design Features Other Body and Design Features Handmade, Painting Pattern Hand Painting Finish Glossy Design Hand Paint, Warali, Rajasthani, Village Lady Additional Features Other Features Hadmade Teracotta Vase, Hand Painted, Ethnic Table Décor, Good Color Used, Good Painting Work, Kolhapuri Art work",3.7,eKolhapuri
eKolhapuri Terracotta Vase," eKolhapuri Terracotta Vase (7.6 inch, Multicolor)",124,1000.0,http://img5a.flixcart.com/image/vase/g/5/j/sptc1080-ekolhapuri-1100x1100-imaejfqhvxwnpvhe.jpeg,"Key Features of eKolhapuri Terracotta Vase Handicrafts Products Teracotta Material Rural Artisan Work Multicolor Indian Ethnic Home Décor,Specifications of eKolhapuri Terracotta Vase (7.6 inch, Multicolor) General Brand eKolhapuri Suitable For Table Model Number SPTC1080 Type Home Décor, Ethnic, Decorative Material Terracotta Color Multicolor Dimensions Height 7.6 inch Width 1.2 inch Depth 2 inch Bottom Diameter 0.9 inch Body & Design Features Other Body and Design Features Handmade, Painting Pattern Hand Painting Finish Glossy Design Hand Paint, Warali, Rajasthani, Village Lady Additional Features Other Features Hadmade Teracotta Vase, Hand Painted, Ethnic Table Décor, Good Color Used, Good Painting Work, Kolhapuri Art work",4.6,eKolhapuri
eKolhapuri Terracotta Vase," eKolhapuri Terracotta Vase (6 inch, Multicolor)",125,1650.0,http://img6a.flixcart.com/image/vase/4/p/k/sptc1031-ekolhapuri-1100x1100-imaejfqhtamzyjm2.jpeg,"Key Features of eKolhapuri Terracotta Vase Handicrafts Products Teracotta Material Rural Artisan Work Multicolor Indian Ethnic Home Décor,eKolhapuri Terracotta Vase (6 inch, Multicolor) Price: Rs. 660 ekolhapuri makes a statement of Indian Handicrafts. Terracotta Vases & Miniatures endeavoring to bring to the fore the captivating rustic artistry and handicrafts that still remain undiscovered, the brand offers exclusively handpicked handicraft accents from rural artisans. It showcases diversity and heritage through their authentic products to the urban crowd at convenient prices, all while preserving the traditional art and craft. Every effort has been made to accurately reproduce the look of this product but there may be some variation in the color and design of the actual product received due to varied screen resolution or lighting at time of digital photography. The color of the product might differ slightly from what's shown in the image. Since its a handmade and handmade the size and painting can differ to some extent.,Specifications of eKolhapuri Terracotta Vase (6 inch, Multicolor) General Brand eKolhapuri Suitable For Table Model Number SPTC1031 Type Home Décor, Ethnic, Decorative Material Terracotta Color Multicolor Dimensions Top Diameter 6.3 inch Weight 600 g Other Dimensions 2.5 X 5.3 X 6.3 Inch Height 6 inch Width 16 inch Bottom Diameter 5.3 inch Depth 13 inch Body & Design Features Other Body and Design Features Handmade, Painting Finish Glossy Pattern Hand Painting Design Hand Paint, Warali, Rajasthani, Village Lady Additional Features Other Features Hadmade Teracotta Vase, Hand Painted, Ethnic Table Décor, Good Color Used, Good Painting Work, Kolhapuri Art work",3.5,eKolhapuri
eKolhapuri Terracotta Vase," eKolhapuri Terracotta Vase (7.6 inch, Black)",126,1250.0,http://img5a.flixcart.com/image/vase/j/h/m/sptc1063-ekolhapuri-1100x1100-imaejfqhpzbysdwu.jpeg,"Key Features of eKolhapuri Terracotta Vase Handicrafts Products Teracotta Material Rural Artisan Work Multicolor Indian Ethnic Home Décor,Specifications of eKolhapuri Terracotta Vase (7.6 inch, Black) General Brand eKolhapuri Suitable For Table Model Number SPTC1063 Type Home Décor, Ethnic, Decorative Material Terracotta Color Black Dimensions Top Diameter 0.5 inch Weight 40 g Other Dimensions 3.0 X 0.9 X 0.5 Inch Height 7.6 inch Width 1.2 inch Bottom Diameter 0.9 inch Depth 2 inch Body & Design Features Other Body and Design Features Handmade, Painting Finish Glossy Pattern Hand Painting Design Hand Paint, Warali, Rajasthani, Village Lady Additional Features Other Features Hadmade Teracotta Vase, Hand Painted, Ethnic Table Décor, Good Color Used, Good Painting Work, Kolhapuri Art work",3.2,eKolhapuri
eKolhapuri Terracotta Vase," eKolhapuri Terracotta Vase (7.6 inch, Multicolor)",127,1000.0,http://img5a.flixcart.com/image/vase/9/h/m/sptc1078-ekolhapuri-1100x1100-imaejfqhage37chg.jpeg,"Key Features of eKolhapuri Terracotta Vase Handicrafts Products Teracotta Material Rural Artisan Work Multicolor Indian Ethnic Home Décor,Specifications of eKolhapuri Terracotta Vase (7.6 inch, Multicolor) General Brand eKolhapuri Suitable For Table Model Number SPTC1078 Type Home Décor, Ethnic, Decorative Material Terracotta Color Multicolor Dimensions Top Diameter 0.5 inch Weight 40 g Height 7.6 inch Other Dimensions 3.0 X 0.9 X 0.5 Inch Width 1.2 inch Depth 2 inch Bottom Diameter 0.9 inch Body & Design Features Other Body and Design Features Handmade, Painting Pattern Hand Painting Finish Glossy Design Hand Paint, Warali, Rajasthani, Village Lady Additional Features Other Features Hadmade Teracotta Vase, Hand Painted, Ethnic Table Décor, Good Color Used, Good Painting Work, Kolhapuri Art work",3.5,eKolhapuri
eKolhapuri Terracotta Vase," eKolhapuri Terracotta Vase (11 inch, Green)",128,1490.0,http://img6a.flixcart.com/image/vase/j/q/5/sptc1034-ekolhapuri-1100x1100-imaejfqmwsjdgmcb.jpeg,"Key Features of eKolhapuri Terracotta Vase Handicrafts Products Teracotta Material Rural Artisan Work Multicolor Indian Ethnic Home Décor,Specifications of eKolhapuri Terracotta Vase (11 inch, Green) General Brand eKolhapuri Suitable For Table Model Number SPTC1034 Type Home Décor, Ethnic, Decorative Material Terracotta Color Green Dimensions Top Diameter 4.5 inch Weight 430 g Other Dimensions 4.7 X 5.7 X 4.5 Inch Height 11 inch Width 11.5 inch Bottom Diameter 5.7 inch Depth 15 inch Body & Design Features Other Body and Design Features Handmade, Painting Finish Glossy Pattern Hand Painting Design Hand Paint, Warali, Rajasthani, Village Lady Additional Features Other Features Hadmade Teracotta Vase, Hand Painted, Ethnic Table Décor, Good Color Used, Good Painting Work, Kolhapuri Art work",3.4,eKolhapuri
eKolhapuri Terracotta Vase," eKolhapuri Terracotta Vase (6 inch, Multicolor)",129,1100.0,http://img5a.flixcart.com/image/vase/m/c/g/sptc1083-ekolhapuri-1100x1100-imaejfqh9gwfrtpz.jpeg,"Key Features of eKolhapuri Terracotta Vase Handicrafts Products Teracotta Material Rural Artisan Work Multicolor Indian Ethnic Home Décor,Specifications of eKolhapuri Terracotta Vase (6 inch, Multicolor) General Brand eKolhapuri Suitable For Table Model Number SPTC1083 Type Home Décor, Ethnic, Decorative Material Terracotta Color Multicolor Dimensions Top Diameter 0.5 inch Weight 40 g Height 6 inch Other Dimensions 2.5 X 0.9 X 0.5 Inch Width 1.2 inch Depth 2 inch Bottom Diameter 0.9 inch Body & Design Features Other Body and Design Features Handmade, Painting Pattern Hand Painting Finish Glossy Design Hand Paint, Warali, Rajasthani, Village Lady Additional Features Other Features Hadmade Teracotta Vase, Hand Painted, Ethnic Table Décor, Good Color Used, Good Painting Work, Kolhapuri Art work",3.0,eKolhapuri
eKolhapuri Terracotta Vase," eKolhapuri Terracotta Vase (6 inch, Multicolor)",130,1250.0,http://img6a.flixcart.com/image/vase/p/b/b/sptc1076-ekolhapuri-1100x1100-imaejfqhgar9chsz.jpeg,"Key Features of eKolhapuri Terracotta Vase Handicrafts Products Teracotta Material Rural Artisan Work Multicolor Indian Ethnic Home Décor,Specifications of eKolhapuri Terracotta Vase (6 inch, Multicolor) General Brand eKolhapuri Suitable For Table Model Number SPTC1076 Type Home Décor, Ethnic, Decorative Material Terracotta Color Multicolor Dimensions Height 6 inch Width 1.2 inch Depth 2 inch Bottom Diameter 0.9 inch Body & Design Features Other Body and Design Features Handmade, Painting Pattern Hand Painting Finish Glossy Design Hand Paint, Warali, Rajasthani, Village Lady Additional Features Other Features Hadmade Teracotta Vase, Hand Painted, Ethnic Table Décor, Good Color Used, Good Painting Work, Kolhapuri Art work",4.2,eKolhapuri
